Date,Meter Type,MeterSizeDesc4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Reuse, 5/8   3/4
10/19/2017,Reuse, 5/8   3/4
10/19/2017,Reuse, 5/8   3/4
10/19/2017,Reuse, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Water, 5/8   3/4
10/19/2017,Reuse, 5/8   3/4
10/20/2017,Reuse, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Reuse, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Reuse, 5/8   3/4
10/20/2017,Reuse, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/20/2017,Water, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Reuse, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/23/2017,Water, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water,1.5
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Water, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/24/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse,2
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Water, 5/8   3/4
10/25/2017,Water, 5/8   3/4
10/25/2017,Water, 5/8   3/4
10/25/2017,Water, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Reuse, 5/8   3/4
10/25/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Reuse, 5/8   3/4
10/26/2017,Reuse, 5/8   3/4
10/26/2017,Reuse, 5/8   3/4
10/26/2017,Reuse, 5/8   3/4
10/26/2017,Reuse, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water,1.5
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water, 5/8   3/4
10/26/2017,Water,1
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Water, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/27/2017,Reuse, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/30/2017,Reuse, 5/8   3/4
10/30/2017,Reuse, 5/8   3/4
10/30/2017,Reuse, 5/8   3/4
10/30/2017,Reuse, 5/8   3/4
10/30/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Reuse, 5/8   3/4
10/31/2017,Reuse, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
10/31/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Reuse, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Reuse, 5/8   3/4
11/1/2017,Reuse, 5/8   3/4
11/1/2017,Reuse, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/1/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Reuse, 5/8   3/4
11/2/2017,Reuse, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Reuse, 5/8   3/4
11/2/2017,Reuse, 5/8   3/4
11/2/2017,Reuse,2
11/2/2017,Reuse, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/2/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Reuse, 5/8   3/4
11/3/2017,Reuse, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water,1
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/3/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Reuse, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/6/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Water, 5/8   3/4
11/7/2017,Reuse, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Reuse, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/8/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Reuse, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/9/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Reuse, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/13/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Reuse, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/14/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Reuse, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water,1
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/15/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Reuse, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/16/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse,2
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Reuse, 5/8   3/4
11/17/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Reuse, 5/8   3/4
11/20/2017,Reuse, 5/8   3/4
11/20/2017,Reuse,1
11/20/2017,Reuse, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/20/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Reuse,1.5
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Reuse, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/21/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Reuse, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/22/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Reuse, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water,1.5
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/27/2017,Water, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse,1.5
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Water, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/28/2017,Reuse, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Water, 5/8   3/4
11/29/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Reuse, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water,1.5
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water, 5/8   3/4
11/30/2017,Water,1
11/30/2017,Water,1
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Reuse, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water, 5/8   3/4
12/1/2017,Water,1
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Reuse, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/4/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Reuse, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/5/2017,Water, 5/8   3/4
12/6/2017,Water, 5/8   3/4
12/6/2017,Water, 5/8   3/4
